id_univoco,time,tipo
TS015,2014-09-30T21:03:46Z,Allarme
TS015,2014-09-30T21:05:26Z,Allarme
TS015,2014-10-01T00:16:36Z,Variaz. parametro
TS015,2014-10-01T01:51:20Z,Allarme
TS015,2014-10-01T01:57:34Z,Funzioni
TS015,2014-10-01T02:02:14Z,Allarme
TS015,2014-10-01T08:05:11Z,Allarme
TS015,2014-10-01T08:08:54Z,Allarme
TS015,2014-10-01T09:13:04Z,Variaz. parametro
TS015,2014-10-01T09:44:19Z,Funzioni
TS015,2014-10-01T09:44:41Z,Allarme
TS015,2014-10-01T11:37:17Z,Allarme
TS015,2014-10-01T12:33:30Z,Allarme
TS015,2014-10-01T14:04:54Z,Allarme
TS015,2014-10-01T14:08:11Z,Funzioni
TS015,2014-10-01T14:08:37Z,Allarme
TS015,2014-10-01T14:09:00Z,Funzioni
TS015,2014-10-01T16:06:32Z,Allarme
TS015,2014-10-01T16:06:43Z,Variaz. parametro
TS015,2014-10-01T17:43:27Z,Variaz. parametro
TS015,2014-10-01T19:52:26Z,Allarme
TS015,2014-10-01T20:47:12Z,Allarme
TS015,2014-10-01T21:55:19Z,Allarme
TS015,2014-10-01T22:02:13Z,Allarme
TS015,2014-10-01T22:02:52Z,Funzioni
TS015,2014-10-01T22:04:21Z,Allarme
TS015,2014-10-01T22:27:22Z,Allarme
TS015,2014-10-01T22:33:38Z,Allarme
TS015,2014-10-01T22:39:00Z,Allarme
TS015,2014-10-01T22:42:26Z,Allarme
TS015,2014-10-01T22:43:52Z,Allarme
TS015,2014-10-01T22:47:31Z,Allarme
TS015,2014-10-01T22:50:37Z,Allarme
TS015,2014-10-01T22:52:50Z,Allarme
TS015,2014-10-01T22:55:04Z,Allarme
TS015,2014-10-01T22:57:19Z,Allarme
TS015,2014-10-01T22:59:33Z,Allarme
TS015,2014-10-01T23:02:54Z,Allarme
TS015,2014-10-01T23:05:03Z,Allarme
TS015,2014-10-01T23:07:27Z,Allarme
TS015,2014-10-01T23:09:42Z,Allarme
TS015,2014-10-01T23:11:57Z,Allarme
TS015,2014-10-01T23:17:34Z,Allarme
TS015,2014-10-01T23:19:53Z,Allarme
TS015,2014-10-01T23:24:13Z,Allarme
TS015,2014-10-01T23:46:50Z,Allarme
TS015,2014-10-01T23:51:26Z,Allarme
TS015,2014-10-01T23:52:48Z,Allarme
TS015,2014-10-01T23:56:16Z,Allarme
TS015,2014-10-01T23:58:33Z,Allarme
TS015,2014-10-02T00:00:54Z,Allarme
TS015,2014-10-02T00:13:18Z,Allarme
TS015,2014-10-02T00:16:45Z,Allarme
TS015,2014-10-02T00:18:59Z,Allarme
TS015,2014-10-02T00:22:27Z,Allarme
TS015,2014-10-02T00:27:22Z,Allarme
TS015,2014-10-02T00:30:58Z,Allarme
TS015,2014-10-02T00:35:41Z,Allarme
TS015,2014-10-02T00:55:55Z,Variaz. parametro
TS015,2014-10-02T02:20:15Z,Allarme
TS015,2014-10-02T02:23:48Z,Allarme
TS015,2014-10-02T02:26:16Z,Allarme
TS015,2014-10-02T02:34:52Z,Allarme
TS015,2014-10-02T02:37:24Z,Allarme
TS015,2014-10-02T02:39:50Z,Allarme
TS015,2014-10-02T02:43:31Z,Allarme
TS015,2014-10-02T02:45:58Z,Allarme
TS015,2014-10-02T02:47:26Z,Allarme
TS015,2014-10-02T02:48:43Z,Allarme
TS015,2014-10-02T02:51:12Z,Allarme
TS015,2014-10-02T02:52:30Z,Allarme
TS015,2014-10-02T02:54:57Z,Allarme
TS015,2014-10-02T02:56:22Z,Allarme
TS015,2014-10-02T02:58:50Z,Allarme
TS015,2014-10-02T03:00:11Z,Allarme
TS015,2014-10-02T03:02:40Z,Allarme
TS015,2014-10-02T03:03:59Z,Allarme
TS015,2014-10-02T03:05:01Z,Funzioni
TS015,2014-10-02T03:06:17Z,Variaz. parametro
TS015,2014-10-02T03:21:32Z,Allarme
TS015,2014-10-02T03:22:49Z,Allarme
TS015,2014-10-02T03:25:14Z,Allarme
TS015,2014-10-02T03:26:30Z,Allarme
TS015,2014-10-02T03:28:46Z,Allarme
TS015,2014-10-02T03:30:03Z,Allarme
TS015,2014-10-02T03:32:00Z,Variaz. parametro
TS015,2014-10-02T03:32:00Z,Variaz. parametro
TS015,2014-10-02T03:32:00Z,Variaz. parametro
TS015,2014-10-02T03:32:39Z,Variaz. parametro
TS015,2014-10-02T04:19:58Z,Allarme
TS015,2014-10-02T04:45:22Z,Allarme
TS015,2014-10-02T04:50:43Z,Allarme
TS015,2014-10-02T04:58:54Z,Allarme
TS015,2014-10-02T04:59:15Z,Allarme
TS015,2014-10-02T04:59:47Z,Variaz. parametro
TS015,2014-10-02T06:12:33Z,Variaz. parametro
TS015,2014-10-02T06:13:26Z,Funzioni
TS015,2014-10-02T06:14:30Z,Variaz. parametro
TS015,2014-10-02T06:23:33Z,Allarme
TS015,2014-10-02T06:38:45Z,Allarme
TS015,2014-10-02T07:08:59Z,Allarme
TS015,2014-10-02T07:37:13Z,Allarme
TS015,2014-10-02T07:49:57Z,Variaz. parametro
TS015,2014-10-02T08:04:10Z,Allarme
TS015,2014-10-02T08:10:00Z,Variaz. parametro
TS015,2014-10-02T08:17:47Z,Allarme
TS015,2014-10-02T08:18:12Z,Allarme
TS015,2014-10-02T08:18:50Z,Allarme
TS015,2014-10-02T08:20:07Z,Allarme
TS015,2014-10-02T08:20:28Z,Allarme
TS015,2014-10-02T08:20:40Z,Allarme
TS015,2014-10-02T08:20:58Z,Allarme
TS015,2014-10-02T08:21:19Z,Allarme
TS015,2014-10-02T08:21:56Z,Allarme
TS015,2014-10-02T08:22:59Z,Allarme
TS015,2014-10-02T08:23:09Z,Allarme
TS015,2014-10-02T08:23:20Z,Allarme
TS015,2014-10-02T08:24:15Z,Funzioni
TS015,2014-10-02T08:53:15Z,Variaz. parametro
TS015,2014-10-02T08:53:15Z,Variaz. parametro
TS015,2014-10-02T08:53:15Z,Variaz. parametro
TS015,2014-10-02T08:55:14Z,Allarme
TS015,2014-10-02T09:07:41Z,Allarme
TS015,2014-10-02T09:11:49Z,Allarme
TS015,2014-10-02T09:17:24Z,Allarme
TS015,2014-10-02T09:19:58Z,Allarme
TS015,2014-10-02T09:22:55Z,Allarme
TS015,2014-10-02T09:25:39Z,Allarme
TS015,2014-10-02T09:31:31Z,Allarme
TS015,2014-10-02T09:36:27Z,Allarme
TS015,2014-10-02T09:39:03Z,Allarme
TS015,2014-10-02T09:44:34Z,Allarme
TS015,2014-10-02T09:50:38Z,Allarme
TS015,2014-10-02T09:58:18Z,Allarme
TS015,2014-10-02T10:00:58Z,Allarme
TS015,2014-10-02T10:02:37Z,Allarme
TS015,2014-10-02T10:07:31Z,Allarme
TS015,2014-10-02T10:14:54Z,Allarme
TS015,2014-10-02T10:18:32Z,Allarme
TS015,2014-10-02T10:19:48Z,Variaz. parametro
TS015,2014-10-02T10:19:48Z,Variaz. parametro
TS015,2014-10-02T10:19:57Z,Variaz. parametro
TS015,2014-10-02T10:21:08Z,Allarme
TS015,2014-10-02T10:21:15Z,Allarme
TS015,2014-10-02T10:21:36Z,Allarme
TS015,2014-10-02T10:23:16Z,Variaz. parametro
TS015,2014-10-02T10:23:16Z,Funzioni
TS015,2014-10-02T10:23:31Z,Funzioni
TS015,2014-10-02T10:25:09Z,Allarme
TS015,2014-10-02T10:25:54Z,Allarme
TS015,2014-10-02T10:34:31Z,Allarme
TS015,2014-10-02T10:34:48Z,Allarme
TS015,2014-10-02T11:04:32Z,Allarme
TS015,2014-10-02T11:07:53Z,Funzioni
TS015,2014-10-02T11:07:54Z,Variaz. parametro
TS015,2014-10-02T11:07:54Z,Variaz. parametro
TS015,2014-10-02T11:09:38Z,Variaz. parametro
TS015,2014-10-02T11:55:51Z,Allarme
TS015,2014-10-02T12:55:45Z,Allarme
TS015,2014-10-02T13:26:00Z,Allarme
TS015,2014-10-02T13:43:56Z,Allarme
TS015,2014-10-02T13:46:48Z,Allarme
TS015,2014-10-02T13:48:58Z,Allarme
TS015,2014-10-02T14:30:34Z,Allarme
TS015,2014-10-02T14:40:15Z,Allarme
TS015,2014-10-02T14:45:23Z,Variaz. parametro
TS015,2014-10-02T14:46:48Z,Variaz. parametro
TS015,2014-10-02T14:52:37Z,Allarme
TS015,2014-10-02T14:55:28Z,Variaz. limite allarme
TS015,2014-10-02T15:25:41Z,Variaz. parametro
TS015,2014-10-02T15:27:10Z,Funzioni
TS015,2014-10-02T16:04:25Z,Variaz. parametro
TS015,2014-10-02T16:23:37Z,Allarme
TS015,2014-10-02T16:37:09Z,Funzioni
TS015,2014-10-02T16:38:25Z,Funzioni
TS015,2014-10-02T17:14:09Z,Variaz. limite allarme
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. parametro
TS015,2014-10-02T17:14:09Z,Variaz. limite allarme
TS015,2014-10-02T17:14:09Z,Variaz. limite allarme
TS015,2014-10-02T17:14:09Z,Variaz. limite allarme
TS015,2014-10-02T17:14:09Z,Variaz. limite allarme
TS015,2014-10-02T17:14:13Z,Allarme
